My Account Log In
IP2Location LITE
Home
Free Databases
IP Addresses
Free Plugins
FAQs
Contact
Home United States IP Address Ranges
United States IP Address Ranges
United States has a total of 1,571,238,096 IP address assigned. Below are all IP address ranges in United States.

Data Sources:
i. You can download the complete free data in CSV format from IP2Location LITE DB1.
ii. You can also download the list in firewall format from IP2Location Firewall List.

Begin IP Address	End IP Address	Total Count
65.152.125.126	65.152.125.128	3
65.152.125.130	65.152.125.132	3
65.152.125.134	65.152.125.136	3
65.152.125.138	65.152.125.140	3
65.152.125.142	65.152.125.144	3
65.152.125.146	65.152.125.148	3
65.152.125.150	65.152.125.152	3
65.152.125.154	65.152.125.156	3
65.152.125.158	65.152.125.160	3
65.152.125.162	65.152.125.164	3
65.152.125.166	65.152.125.168	3
65.152.125.170	65.152.125.172	3
65.152.125.174	65.152.125.176	3
65.152.125.178	65.152.125.180	3
65.152.125.182	65.152.125.184	3
65.152.125.186	65.152.125.188	3
65.152.125.190	65.152.125.192	3
65.152.125.194	65.152.125.196	3
65.152.125.198	65.152.125.200	3
65.152.125.202	65.152.125.204	3
65.152.125.206	65.152.125.212	7
65.152.125.214	65.152.125.216	3
65.152.125.218	65.152.125.220	3
65.152.125.222	65.152.125.224	3
65.152.125.226	65.152.125.228	3
65.152.125.230	65.152.125.232	3
65.152.125.234	65.152.125.236	3
65.152.125.238	65.152.125.240	3
65.152.125.242	65.152.125.244	3
65.152.125.246	65.152.125.248	3
65.152.125.250	65.152.125.252	3
65.152.125.254	65.152.160.24	8,731
65.152.160.26	65.152.160.36	11
65.152.160.38	65.152.160.112	75
65.152.160.114	65.152.160.124	11
65.152.160.126	65.152.160.255	130
65.152.161.8	65.152.190.0	7,417
65.152.190.2	65.152.190.4	3
65.152.190.6	65.152.190.8	3
65.152.190.10	65.152.190.12	3
65.152.190.14	65.152.190.16	3
65.152.190.18	65.152.190.20	3
65.152.190.22	65.152.190.24	3
65.152.190.26	65.152.190.28	3
65.152.190.30	65.152.190.32	3
65.152.190.34	65.152.190.36	3
65.152.190.38	65.152.190.40	3
65.152.190.42	65.152.190.44	3
65.152.190.46	65.152.190.48	3
65.152.190.50	65.152.190.52	3
65.152.190.54	65.152.190.56	3
65.152.190.58	65.152.190.60	3
65.152.190.62	65.152.190.64	3
65.152.190.66	65.152.190.68	3
65.152.190.70	65.152.190.72	3
65.152.190.74	65.152.190.76	3
65.152.190.78	65.152.190.80	3
65.152.190.82	65.152.190.84	3
65.152.190.86	65.152.190.88	3
65.152.190.90	65.152.190.92	3
65.152.190.94	65.152.190.96	3
65.152.190.99	65.152.190.100	2
65.152.190.102	65.152.190.104	3
65.152.190.106	65.152.190.108	3
65.152.190.110	65.152.190.112	3
65.152.190.114	65.152.190.116	3
65.152.190.118	65.152.190.120	3
65.152.190.123	65.152.190.124	2
65.152.190.126	65.152.190.128	3
65.152.190.130	65.152.190.132	3
65.152.190.134	65.152.190.136	3
65.152.190.138	65.152.190.140	3
65.152.190.142	65.152.190.144	3
65.152.190.146	65.152.190.148	3
65.152.190.150	65.152.190.152	3
65.152.190.154	65.152.190.156	3
65.152.190.158	65.152.190.160	3
65.152.190.162	65.152.190.164	3
65.152.190.167	65.152.190.168	2
65.152.190.171	65.152.190.172	2
65.152.190.174	65.152.190.176	3
65.152.190.178	65.152.190.180	3
65.152.190.182	65.152.190.184	3
65.152.190.186	65.152.190.188	3
65.152.190.190	65.152.190.192	3
65.152.190.194	65.152.190.196	3
65.152.190.198	65.152.190.200	3
65.152.190.202	65.152.190.204	3
65.152.190.206	65.152.190.208	3
65.152.190.210	65.152.190.212	3
65.152.190.214	65.152.190.216	3
65.152.190.218	65.152.190.220	3
65.152.190.222	65.152.190.224	3
65.152.190.226	65.152.190.228	3
65.152.190.230	65.152.190.232	3
65.152.190.234	65.152.190.236	3
65.152.190.238	65.152.190.240	3
65.152.190.242	65.152.190.244	3
65.152.190.246	65.152.190.248	3
65.152.190.250	65.152.190.252	3
65.152.190.254	65.152.192.52	311
65.152.192.54	65.152.192.188	135
65.152.192.190	65.152.192.208	19
65.152.192.210	65.152.197.0	1,071
65.152.197.2	65.152.197.4	3
65.152.197.6	65.152.197.8	3
65.152.197.10	65.152.197.16	7
65.152.197.18	65.152.197.24	7
65.152.197.26	65.152.197.28	3
65.152.197.30	65.152.197.32	3
65.152.197.34	65.152.197.36	3
65.152.197.38	65.152.197.40	3
65.152.197.42	65.152.197.44	3
65.152.197.46	65.152.197.48	3
65.152.197.50	65.152.197.52	3
65.152.197.54	65.152.197.56	3
65.152.197.58	65.152.197.60	3
65.152.197.62	65.152.197.64	3
65.152.197.66	65.152.197.68	3
65.152.197.70	65.152.197.76	7
65.152.197.78	65.152.197.80	3
65.152.197.82	65.152.197.84	3
65.152.197.86	65.152.197.88	3
65.152.197.90	65.152.197.92	3
65.152.197.94	65.152.197.96	3
65.152.197.98	65.152.197.108	11
65.152.197.110	65.152.197.132	23
65.152.197.134	65.152.197.136	3
65.152.197.138	65.152.197.140	3
65.152.197.142	65.152.197.144	3
65.152.197.146	65.152.197.152	7
65.152.197.154	65.152.197.164	11
65.152.197.166	65.152.197.172	7
65.152.197.174	65.152.197.180	7
65.152.197.182	65.152.197.188	7
65.152.197.190	65.152.197.196	7
65.152.197.198	65.152.197.200	3
65.152.197.202	65.152.197.208	7
65.152.197.210	65.152.197.212	3
65.152.197.214	65.152.197.216	3
65.152.197.218	65.152.197.220	3
65.152.197.222	65.152.197.224	3
65.152.197.226	65.152.197.228	3
65.152.197.230	65.152.197.232	3
65.152.197.234	65.152.197.236	3
65.152.197.238	65.152.197.240	3
65.152.197.242	65.152.197.244	3
65.152.197.246	65.152.197.248	3
65.152.197.250	65.152.197.252	3
65.152.197.254	65.152.218.20	5,143
65.152.218.22	65.152.218.56	35
65.152.218.58	65.152.233.207	3,990
65.152.233.216	65.153.2.7	6,192
65.153.2.16	65.153.2.23	8
65.153.2.32	65.153.4.0	481
65.153.4.2	65.153.4.4	3
65.153.4.6	65.153.4.8	3
65.153.4.10	65.153.4.12	3
65.153.4.14	65.153.4.16	3
65.153.4.18	65.153.4.20	3
65.153.4.22	65.153.4.24	3
65.153.4.26	65.153.4.28	3
65.153.4.30	65.153.4.32	3
65.153.4.34	65.153.4.36	3
65.153.4.38	65.153.4.40	3
65.153.4.42	65.153.4.100	59
65.153.4.102	65.153.9.23	1,202
65.153.9.32	65.153.9.55	24
65.153.9.64	65.153.57.7	12,232
65.153.57.16	65.153.77.255	5,360
65.153.78.64	65.153.109.0	7,873
65.153.109.2	65.153.109.8	7
65.153.109.10	65.153.109.12	3
65.153.109.14	65.153.109.20	7
65.153.109.22	65.153.109.24	3
65.153.109.26	65.153.109.32	7
65.153.109.34	65.153.109.36	3
65.153.109.38	65.153.109.40	3
65.153.109.42	65.153.109.44	3
65.153.109.46	65.153.109.48	3
65.153.109.50	65.153.109.52	3
65.153.109.54	65.153.109.100	47
65.153.109.102	65.153.109.104	3
65.153.109.106	65.153.110.103	254
65.153.110.112	65.153.111.71	216
65.153.111.80	65.153.137.0	6,577
65.153.137.2	65.153.137.16	15
65.153.137.18	65.153.137.20	3
65.153.137.22	65.153.137.24	3
65.153.137.26	65.153.137.28	3
65.153.137.30	65.153.137.32	3
65.153.137.34	65.153.137.36	3
65.153.137.38	65.153.137.40	3
65.153.137.42	65.153.137.44	3
65.153.137.46	65.153.137.48	3
65.153.137.50	65.153.137.52	3
65.153.137.54	65.153.137.56	3
65.153.137.58	65.153.137.60	3
65.153.137.62	65.153.137.64	3
65.153.137.66	65.153.137.68	3
65.153.137.70	65.153.137.80	11
65.153.137.82	65.153.137.84	3
65.153.137.86	65.153.137.88	3
65.153.137.90	65.153.137.92	3
65.153.137.94	65.153.137.96	3
65.153.137.98	65.153.137.100	3
65.153.137.102	65.153.137.104	3
65.153.137.106	65.153.137.108	3
65.153.137.110	65.153.137.112	3
65.153.137.114	65.153.137.116	3
65.153.137.118	65.153.137.120	3
65.153.137.122	65.153.137.124	3
65.153.137.126	65.153.137.128	3
65.153.137.130	65.153.137.132	3
65.153.137.134	65.153.137.136	3
65.153.137.138	65.153.137.140	3
65.153.137.142	65.153.137.144	3
65.153.137.146	65.153.137.148	3
65.153.137.150	65.153.137.152	3
65.153.137.154	65.153.137.156	3
65.153.137.158	65.153.137.160	3
65.153.137.162	65.153.137.164	3
65.153.137.166	65.153.137.168	3
65.153.137.170	65.153.137.172	3
65.153.137.174	65.153.137.176	3
65.153.137.178	65.153.137.180	3
65.153.137.182	65.153.137.184	3
65.153.137.186	65.153.137.188	3
65.153.137.190	65.153.137.192	3
65.153.137.194	65.153.137.196	3
65.153.137.198	65.153.137.200	3
65.153.137.202	65.153.137.204	3
65.153.137.206	65.153.137.208	3
65.153.137.210	65.153.137.212	3
65.153.137.214	65.153.137.216	3
65.153.137.218	65.153.137.220	3
65.153.137.222	65.153.137.224	3
65.153.137.226	65.153.137.228	3
65.153.137.230	65.153.137.232	3
65.153.137.234	65.153.137.236	3
65.153.137.238	65.153.137.240	3
65.153.137.242	65.153.137.244	3
65.153.137.246	65.153.137.248	3
65.153.137.250	65.153.137.252	3
65.153.137.254	65.153.167.60	7,487
65.153.167.62	65.153.182.135	3,914
65.153.182.144	65.153.190.167	2,072
65.153.190.176	65.153.226.88	9,129
65.153.226.90	65.153.226.92	3
65.153.226.94	65.153.226.208	115
65.153.226.210	65.154.7.52	9,315
65.154.7.54	65.154.7.164	111
65.154.7.166	65.154.7.192	27
65.154.7.194	65.154.7.232	39
65.154.7.234	65.154.27.47	4,934
65.154.27.56	65.154.27.167	112
65.154.27.176	65.154.28.0	81
65.154.28.2	65.154.28.4	3
65.154.28.6	65.154.28.8	3
65.154.28.10	65.154.28.12	3
65.154.28.14	65.154.28.16	3
65.154.28.18	65.154.28.20	3
65.154.28.22	65.154.28.24	3
65.154.28.26	65.154.28.28	3
65.154.28.30	65.154.28.32	3
65.154.28.34	65.154.28.36	3
65.154.28.38	65.154.28.40	3
65.154.28.42	65.154.28.44	3
65.154.28.46	65.154.28.48	3
65.154.28.50	65.154.28.52	3
65.154.28.55	65.154.28.56	2
65.154.28.58	65.154.28.60	3
65.154.28.62	65.154.28.64	3
65.154.28.66	65.154.28.68	3
65.154.28.70	65.154.28.72	3
65.154.28.74	65.154.28.76	3
65.154.28.78	65.154.28.80	3
65.154.28.82	65.154.28.88	7
65.154.28.90	65.154.28.92	3
65.154.28.94	65.154.28.100	7
65.154.28.102	65.154.28.104	3
65.154.28.106	65.154.28.108	3
65.154.28.110	65.154.28.112	3
65.154.28.114	65.154.28.116	3
65.154.28.118	65.154.28.120	3
65.154.28.123	65.154.28.124	2
65.154.28.126	65.154.28.128	3
65.154.28.130	65.154.28.132	3
65.154.28.134	65.154.28.136	3
65.154.28.138	65.154.28.140	3
65.154.28.142	65.154.28.144	3
65.154.28.146	65.154.28.148	3
65.154.28.150	65.154.28.152	3
65.154.28.154	65.154.28.156	3
65.154.28.158	65.154.28.160	3
65.154.28.162	65.154.28.164	3
65.154.28.166	65.154.65.63	9,370
65.154.65.72	65.154.72.175	1,896
65.154.72.184	65.154.98.23	6,496
65.154.98.32	65.154.98.71	40
65.154.98.96	65.154.98.111	16
65.154.98.128	65.154.104.140	1,549
65.154.104.142	65.154.104.144	3
65.154.104.146	65.154.109.0	1,135
65.154.109.2	65.154.109.4	3
65.154.109.6	65.154.109.8	3
65.154.109.10	65.154.109.20	11
65.154.109.23	65.154.109.24	2
65.154.109.27	65.154.109.28	2
65.154.109.30	65.154.109.32	3
65.154.109.34	65.154.109.44	11
65.154.109.46	65.154.109.48	3
65.154.109.50	65.154.109.56	7
65.154.109.58	65.154.109.60	3
65.154.109.62	65.154.109.68	7
65.154.109.70	65.154.109.76	7
65.154.109.78	65.154.109.80	3
65.154.109.82	65.154.109.84	3
65.154.109.86	65.154.109.88	3
65.154.109.90	65.154.109.92	3
65.154.109.94	65.154.109.96	3
65.154.109.98	65.154.109.104	7
65.154.109.106	65.154.109.108	3
65.154.109.110	65.154.109.112	3
65.154.109.114	65.154.109.120	7
65.154.109.122	65.154.109.140	19
65.154.109.142	65.154.109.144	3
65.154.109.146	65.154.109.148	3
65.154.109.150	65.154.109.152	3
65.154.109.154	65.154.109.156	3
65.154.109.158	65.154.109.160	3
65.154.109.162	65.154.109.164	3
65.154.109.166	65.154.109.168	3
65.154.109.170	65.154.109.172	3
65.154.109.174	65.154.109.176	3
65.154.109.178	65.154.109.180	3
65.154.109.182	65.154.109.192	11
65.154.109.194	65.154.109.196	3
65.154.109.198	65.154.109.200	3
65.154.109.202	65.154.109.204	3
65.154.109.206	65.154.109.208	3
65.154.109.210	65.154.109.216	7
65.154.109.218	65.154.109.220	3
65.154.109.222	65.154.109.224	3
65.154.109.226	65.154.109.228	3
65.154.109.230	65.154.109.232	3
65.154.109.234	65.154.109.236	3
65.154.109.238	65.154.109.244	7
65.154.109.246	65.154.109.248	3
65.154.109.250	65.154.109.252	3
65.154.109.254	65.154.115.20	1,303
65.154.115.22	65.154.115.84	63
65.154.115.86	65.154.115.116	31
65.154.115.118	65.154.115.220	103
65.154.115.222	65.154.120.24	1,083
65.154.120.26	65.154.120.132	107
65.154.120.134	65.154.120.140	7
65.154.120.142	65.154.120.160	19
65.154.120.162	65.154.120.236	75
65.154.120.238	65.154.120.240	3
65.154.120.242	65.154.120.252	11
65.154.120.254	65.154.126.16	1,299
65.154.126.18	65.154.126.32	15
65.154.126.34	65.154.178.64	13,343
65.154.178.66	65.154.190.0	3,007
65.154.190.2	65.154.214.0	6,143
65.154.214.2	65.154.214.64	63
65.154.214.66	65.154.214.96	31
65.154.214.98	65.154.234.39	5,062
65.154.234.56	65.154.234.95	40
65.154.234.104	65.154.234.215	112
65.154.234.224	65.154.234.231	8
65.154.234.240	65.154.235.0	17
65.154.235.2	65.154.235.8	7
65.154.235.10	65.154.235.20	11
65.154.235.22	65.154.235.24	3
65.154.235.26	65.154.235.28	3
65.154.235.30	65.155.56.47	19,730
65.155.56.56	65.155.97.95	10,536
65.155.97.112	65.155.114.127	4,368
65.155.114.136	65.155.158.87	11,216
65.155.158.96	65.155.172.183	3,672
65.155.172.192	65.156.9.120	23,737
65.156.9.122	65.156.133.92	31,715
65.156.133.94	65.156.219.0	21,923
65.156.219.2	65.156.219.8	7
65.156.219.10	65.156.219.12	3
65.156.219.14	65.156.219.16	3
65.156.219.18	65.156.219.20	3
65.156.219.22	65.156.219.24	3
65.156.219.26	65.156.219.28	3
65.156.219.30	65.156.219.32	3
65.156.219.34	65.156.219.36	3
65.156.219.38	65.156.219.40	3
65.156.219.42	65.156.219.44	3
65.156.219.46	65.156.219.48	3
65.156.219.50	65.156.219.52	3
65.156.219.54	65.156.219.56	3
65.156.219.58	65.156.219.60	3
65.156.219.62	65.156.219.64	3
65.156.219.66	65.156.219.100	35
65.156.219.102	65.156.219.104	3
65.156.219.106	65.156.219.108	3
65.156.219.110	65.156.219.116	7
65.156.219.118	65.156.219.120	3
65.156.219.122	65.156.219.124	3
65.156.219.126	65.156.219.128	3
65.156.219.130	65.156.219.132	3
65.156.219.134	65.156.219.152	19
65.156.219.154	65.156.219.156	3
65.156.219.158	65.156.219.164	7
65.156.219.166	65.156.219.168	3
65.156.219.170	65.156.219.172	3
65.156.219.174	65.156.219.176	3
65.156.219.178	65.156.219.184	7
65.156.219.186	65.156.219.188	3
65.156.219.190	65.156.219.192	3
65.156.219.194	65.156.219.196	3
65.156.219.198	65.156.220.40	99
65.156.220.42	65.156.220.168	127
65.156.220.170	65.156.233.143	3,302
65.156.233.152	65.156.234.0	105
65.156.234.2	65.156.234.4	3
65.156.234.6	65.156.234.8	3
65.156.234.10	65.156.234.12	3
65.156.234.14	65.156.234.16	3
65.156.234.18	65.156.234.20	3
65.156.234.23	65.156.234.24	2
65.156.234.26	65.156.234.28	3
65.156.234.30	65.156.234.32	3
65.156.234.34	65.156.234.36	3
65.156.234.38	65.156.234.40	3
65.156.234.42	65.156.234.44	3
65.156.234.46	65.156.234.48	3
65.156.234.50	65.156.234.52	3
65.156.234.54	65.156.234.56	3
65.156.234.58	65.156.234.60	3
65.156.234.63	65.156.234.64	2
65.156.234.66	65.156.234.68	3
65.156.234.70	65.156.234.72	3
65.156.234.74	65.156.234.76	3
65.156.234.78	65.156.234.80	3
65.156.234.82	65.156.234.84	3
65.156.234.86	65.156.234.88	3
65.156.234.90	65.156.234.96	7
65.156.234.98	65.156.234.100	3
65.156.234.102	65.156.234.104	3
65.156.234.106	65.156.234.108	3
65.156.234.110	65.156.234.112	3
65.156.234.115	65.156.234.116	2
65.156.234.118	65.156.234.120	3
65.156.234.122	65.156.234.124	3
65.156.234.126	65.156.234.128	3
65.156.234.130	65.156.234.132	3
65.156.234.134	65.156.234.136	3
65.156.234.138	65.156.234.140	3
65.156.234.142	65.156.234.144	3
65.156.234.146	65.156.234.148	3
65.156.234.150	65.156.234.152	3
65.156.234.154	65.156.234.156	3
65.156.234.158	65.156.234.160	3
65.156.234.162	65.156.234.164	3
65.156.234.166	65.156.234.168	3
65.156.234.170	65.156.234.172	3
65.156.234.174	65.156.234.184	11
65.156.234.186	65.156.234.192	7
65.156.234.194	65.156.234.196	3
65.156.234.198	65.156.234.200	3
65.156.234.202	65.156.234.204	3
65.156.234.206	65.156.234.208	3
65.156.234.210	65.156.234.212	3
65.156.234.214	65.156.234.216	3
65.156.234.218	65.156.234.220	3
65.156.234.222	65.156.234.224	3
65.156.234.226	65.156.234.228	3
65.156.234.230	65.156.234.232	3
65.156.234.234	65.156.234.236	3
65.156.234.238	65.156.234.240	3
65.156.234.242	65.156.234.244	3
65.156.234.246	65.156.234.248	3
65.156.234.250	65.156.234.252	3
65.156.234.254	65.157.25.0	11,779
65.157.25.2	65.157.25.4	3
65.157.25.6	65.157.25.8	3
65.157.25.10	65.157.25.12	3
65.157.25.14	65.157.25.20	7
65.157.25.22	65.157.25.24	3
65.157.25.26	65.157.25.32	7
65.157.25.34	65.157.25.36	3
65.157.25.38	65.157.25.40	3
65.157.25.42	65.157.25.44	3
65.157.25.46	65.157.25.48	3
65.157.25.50	65.157.25.52	3
65.157.25.54	65.157.25.56	3
65.157.25.58	65.157.25.60	3
65.157.25.62	65.157.25.64	3
65.157.25.66	65.157.25.68	3
65.157.25.70	65.157.25.72	3
65.157.25.74	65.157.25.76	3
65.157.25.78	65.157.25.80	3
65.157.25.82	65.157.25.84	3
65.157.25.86	65.157.25.88	3
65.157.25.90	65.157.25.96	7
65.157.25.98	65.157.25.100	3
65.157.25.102	65.157.25.104	3
65.157.25.106	65.157.25.108	3
65.157.25.110	65.157.25.112	3
65.157.25.114	65.157.25.116	3
65.157.25.118	65.157.25.120	3
65.157.25.122	65.157.25.124	3
65.157.25.126	65.157.25.128	3
65.157.25.130	65.157.25.132	3
65.157.25.134	65.157.25.136	3
65.157.25.138	65.157.25.144	7
65.157.25.146	65.157.25.148	3
65.157.25.150	65.157.25.152	3
65.157.25.154	65.157.25.156	3
65.157.25.158	65.157.25.160	3
65.157.25.162	65.157.25.164	3
65.157.25.166	65.157.25.168	3
65.157.25.170	65.157.25.172	3
65.157.25.174	65.157.25.176	3
65.157.25.178	65.157.25.180	3
65.157.25.182	65.157.25.184	3
65.157.25.186	65.157.25.188	3
65.157.25.190	65.157.25.192	3
65.157.25.194	65.157.25.196	3
65.157.25.198	65.157.25.200	3
65.157.25.202	65.157.25.204	3
65.157.25.206	65.157.25.208	3
65.157.25.210	65.157.25.212	3
65.157.25.214	65.157.25.216	3
65.157.25.218	65.157.25.224	7
65.157.25.227	65.157.25.228	2
65.157.25.230	65.157.25.232	3
65.157.25.234	65.157.25.236	3
65.157.25.238	65.157.25.240	3
65.157.25.242	65.157.25.244	3
65.157.25.246	65.157.25.248	3
65.157.25.250	65.157.25.252	3
65.157.25.254	65.157.99.79	18,770
65.157.99.88	65.158.30.7	47,792
65.158.30.24	65.158.30.55	32
65.158.30.72	65.158.30.79	8
65.158.30.88	65.158.57.80	6,905
65.158.57.82	65.158.57.156	75
65.158.57.158	65.158.128.247	18,266
65.158.129.0	65.158.159.180	7,861
65.158.159.182	65.158.168.255	2,378
65.158.170.0	65.158.239.111	17,776
65.158.239.120	65.160.142.127	106,248
65.160.143.0	65.161.31.183	37,048
65.161.31.192	65.161.167.47	34,672
65.161.167.56	65.161.178.179	2,940
65.161.178.181	65.162.15.255	23,883
65.162.17.0	65.162.162.135	37,256
65.162.162.144	65.162.183.255	5,488
65.162.186.0	65.163.202.83	69,716
65.163.202.85	65.163.240.255	9,899
65.163.242.0	65.164.2.255	4,352
65.164.4.0	65.164.94.64	23,105
65.164.94.66	65.164.105.255	3,006
65.164.106.2	65.164.147.255	10,750
65.164.152.0	65.165.28.239	34,032
65.165.29.0	65.165.79.255	13,056
65.165.88.0	65.165.96.159	2,208
65.165.96.168	65.165.111.143	3,816
65.165.111.145	65.165.202.223	23,375
65.165.203.0	65.165.208.127	1,408
65.165.208.192	65.166.15.175	16,112
65.166.15.192	65.166.165.39	38,248
65.166.165.48	65.166.186.143	5,472
65.166.186.160	65.166.239.255	13,664
65.166.248.0	65.166.248.255	256
65.166.250.0	65.167.7.255	3,584
65.167.9.0	65.167.47.255	9,984
65.167.64.0	65.167.79.255	4,096
65.167.96.0	65.167.113.143	4,496
65.167.113.160	65.167.225.255	28,768
65.167.228.0	65.168.51.255	20,480
65.168.54.0	65.168.86.109	8,302
65.168.86.111	65.168.138.103	13,305
65.168.138.105	65.168.247.105	27,905
65.168.247.107	65.169.16.175	6,469
65.169.16.177	65.169.90.15	18,783
65.169.90.24	65.169.96.47	1,560
65.169.96.56	65.169.119.255	6,088
65.169.120.64	65.169.154.143	8,784
65.169.154.160	65.169.158.255	1,120
65.169.160.0	65.169.217.100	14,693
65.169.217.102	65.169.217.255	154
65.169.220.0	65.170.10.231	12,008
65.170.10.240	65.170.37.23	6,696
65.170.37.28	65.170.52.107	3,920
65.170.52.109	65.170.62.103	2,555
65.170.62.112	65.170.82.255	5,264
65.170.84.0	65.170.98.135	3,720
65.170.98.144	65.171.2.199	41,016
65.171.2.208	65.171.14.75	2,940
65.171.14.77	65.171.25.103	2,843
65.171.25.112	65.171.97.255	18,576
65.171.100.0	65.171.163.255	16,384
65.171.166.0	65.172.23.255	29,184
65.172.28.0	65.172.47.255	5,120
65.172.52.0	65.172.255.255	52,224
65.173.0.8	65.173.1.223	472
65.173.1.225	65.173.2.15	47
65.173.2.32	65.173.29.31	6,912
65.173.29.64	65.173.55.255	6,848
65.173.64.0	65.173.252.127	48,256
65.173.252.192	65.174.117.183	30,968
65.174.117.192	65.174.190.127	18,624
65.174.190.136	65.174.198.31	1,944
65.174.198.48	65.175.16.127	19,024
65.175.17.0	65.181.31.255	397,056
65.181.48.0	65.181.63.255	4,096
65.181.96.0	65.181.255.255	40,960
65.182.7.0	65.182.9.255	768
65.182.32.0	65.182.172.159	36,000
65.182.172.168	65.182.186.15	3,432
65.182.186.20	65.182.186.54	35
65.182.186.72	65.182.186.84	13
65.182.186.94	65.182.186.124	31
65.182.186.171	65.182.255.255	17,749
65.183.16.0	65.192.10.231	588,520
65.192.10.240	65.192.175.111	42,112
65.192.175.128	65.194.45.255	97,920
65.194.47.0	65.194.83.159	9,376
65.194.83.176	65.194.210.223	32,560
65.194.211.0	65.195.137.63	46,656
65.195.137.128	65.195.172.175	9,008
65.195.172.184	65.195.182.159	2,536
65.195.182.176	65.196.119.255	49,488
65.196.122.0	65.196.123.255	512
65.196.125.0	65.196.182.79	14,672
65.196.182.96	65.196.235.31	13,504
65.196.235.48	65.197.181.255	51,920
65.197.182.32	65.198.207.255	72,160
65.198.216.0	65.199.100.31	35,872
65.199.100.48	65.199.167.255	17,360
65.199.176.0	65.199.243.255	17,408
65.199.246.0	65.200.52.127	16,000
65.200.52.160	65.200.60.87	1,976
65.200.60.96	65.200.192.255	33,952
65.200.193.64	65.200.194.255	448
65.200.195.16	65.200.205.111	2,656
65.200.205.128	65.201.78.15	32,912
65.201.78.24	65.201.208.23	33,280
65.201.208.32	65.202.191.255	61,408
65.202.193.0	65.203.20.47	21,296
65.203.20.64	65.203.117.127	24,896
65.203.117.192	65.203.194.255	19,776
65.203.195.16	65.204.158.223	56,272
65.204.158.232	65.204.163.183	1,232
65.204.163.192	65.204.165.255	576
65.204.167.0	65.205.34.207	31,696
65.205.34.216	65.205.95.175	15,576
65.205.95.192	65.205.95.255	64
65.205.96.16	65.205.132.255	9,456
65.205.134.0	65.205.167.255	8,704
65.205.170.0	65.205.193.127	6,016
65.205.194.0	65.206.241.239	77,808
65.206.241.248	65.207.44.151	15,008
65.207.44.160	65.207.46.127	480
65.207.46.192	65.207.182.143	34,768
65.207.182.152	65.208.63.255	35,176
65.208.72.0	65.208.173.7	25,864
65.208.173.16	65.208.188.207	4,032
65.208.188.224	65.209.45.239	28,944
65.209.46.0	65.209.65.39	4,904
65.209.65.48	65.209.191.255	32,464
65.209.194.0	65.210.185.47	63,280
65.210.185.64	65.211.216.183	73,592
65.211.216.192	65.211.248.239	8,240
65.211.248.248	65.212.198.223	52,712
65.212.198.240	65.213.54.255	28,688
65.213.56.0	65.214.61.31	66,848
65.214.61.40	65.214.61.127	88
65.214.61.144	65.214.112.95	13,008
65.214.112.128	65.214.255.95	36,576
65.214.255.112	65.215.35.31	9,136
65.215.35.64	65.215.39.55	1,016
65.215.39.64	65.215.84.191	11,648
65.215.85.0	65.216.3.159	44,704
65.216.3.176	65.216.70.191	17,168
65.216.70.224	65.216.132.79	15,728
65.216.132.96	65.216.143.23	2,744
65.216.143.32	65.218.68.127	111,968
65.218.68.144	65.218.143.255	19,312
65.218.152.0	65.219.15.71	30,536
65.219.15.88	65.219.37.191	5,736
65.219.38.0	65.220.12.255	59,136
65.220.14.0	65.220.31.87	4,440
65.220.31.96	65.221.4.255	58,784
65.221.6.0	65.221.133.175	32,688
65.221.133.192	65.222.122.255	62,784
65.222.124.0	65.222.252.143	32,912
65.222.252.152	65.223.48.239	13,400
65.223.48.248	65.223.76.191	7,112
65.223.77.0	65.223.195.255	30,464
65.223.197.0	65.223.214.111	4,464
65.223.214.120	65.229.123.255	370,056
65.229.128.0	65.229.129.255	512
65.229.131.0	65.229.133.255	768
65.229.136.0	65.229.143.255	2,048
65.229.164.0	65.230.79.255	44,032
65.230.84.0	65.230.85.255	512
65.230.88.0	65.233.175.255	219,136
65.233.182.0	65.235.47.255	96,768
65.235.56.0	65.235.59.255	1,024
65.235.65.0	65.235.68.255	1,024
65.235.78.0	65.235.78.255	256
65.235.80.0	65.240.78.97	327,266
65.240.78.99	65.240.103.239	6,541
65.240.104.0	65.240.226.127	31,360
65.240.226.136	65.240.227.255	376
65.240.228.32	65.240.235.127	1,888
65.240.235.192	65.241.27.47	12,144
65.241.27.56	65.242.36.255	68,040
65.242.38.0	65.242.42.119	1,144
65.242.42.128	65.243.99.63	80,064
65.243.99.128	65.243.99.255	128
65.243.104.0	65.243.119.255	4,096
65.243.122.0	65.243.156.127	8,832
65.243.156.192	65.243.199.71	10,888
65.243.199.88	65.244.130.0	47,785
65.244.130.2	65.244.130.2	1
65.244.130.4	65.244.133.0	765
65.244.133.3	65.246.0.175	97,197
65.246.0.184	65.246.85.223	21,800
65.246.85.232	65.246.172.119	22,160
65.246.172.128	65.246.184.255	3,200
65.246.186.0	65.247.203.255	70,144
65.247.208.0	65.247.239.255	8,192
65.247.248.0	65.249.226.10	125,451
65.249.226.12	65.255.31.255	343,540
65.255.35.0	65.255.36.255	512
65.255.38.0	65.255.45.255	2,048
65.255.64.0	65.255.175.255	28,672
65.255.192.0	65.255.223.255	8,192
65.255.240.0	66.1.71.255	88,064
66.1.76.0	66.1.145.255	17,920
66.1.147.0	66.6.47.255	302,336
